,Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Boat Type - 1st,Boat Type - 2nd,Boat Type - 3rd,Condition,Engine,Price Group,Age Group,PV Group,Age
8940,27999,Sport Boat,Crescent power boats,"Used boat,Unleaded",2015,6.16,2.35,GRP,Germany,100,Sport Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Medium,7
8941,27990,Trawler,Gruno power boats,"Used boat,Diesel",1976,10.5,3.3,Steel,Germany,220,Trawler,,,Used boat,Diesel,Lower_50K,31-50 years,Good,46
8942,31043,Sport Boat,Draco power boats,"Used boat,Unleaded",1990,6.77,2.28,GRP,Switzerland,581,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Good,32
8943,27954,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.95,2.4,GRP,Germany,60,Sport Boat,,,new boat on order,Unleaded,Lower_50K,0-5 years,Low,2
8944,27799,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.4,2.45,GRP,Germany,218,Pilothouse,,,new boat from stock,,Lower_50K,0-5 years,Good,2
8945,27785,Bowrider,Yamarin power boats,new boat from stock,2020,5.66,2.17,Aluminium,Germany,139,Bowrider,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,2
8946,31043,Cabin Boat,Quicksilver power boats,"Used boat,Unleaded",2006,6.52,2.54,GRP,Switzerland,289,Cabin Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,16
8947,31032,Fishing Boat,Selva power boats,Used boat,2014,6.4,2.38,GRP,Switzerland,190,Fishing Boat,,,Used boat,,Lower_50K,6-15 years,Good,8
8948,31032,Pontoon Boat,BSC power boats,"Used boat,Unleaded",2009,6.65,2.8,unspecified,Switzerland,201,Pontoon Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,13
8949,27699,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,7.23,2.55,GRP,Germany,101,Deck Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
8950,30939,Pilothouse,Chris Craft power boats,"Used boat,Unleaded",1994,8.26,2.7,GRP,Switzerland,285,Pilothouse,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,28
8951,30939,Motor Yacht,NorthMaster power boats,"new boat from stock,Unleaded",2020,5.3,2.14,unspecified,Switzerland,167,Motor Yacht,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,2
8952,30939,Center console boat,EdgeWater power boats,new boat from stock,2020,4.6,2.0,GRP,Switzerland,91,Center console boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
8953,27655,Sport Boat,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,Germany,47,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,3
8954,30927,"Cabin Boat,House Boat,Trawler",Aquanaut power boats,"Used boat,Diesel",1984,9.0,3.28,Steel,Switzerland,651,Cabin Boat,House Boat,Trawler,Used boat,Diesel,Lower_50K,31-50 years,Good,38
8955,27610,Sport Boat,Parker power boats,"new boat from stock,Unleaded",0,6.1,2.25,GRP,Germany,120,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,0
8956,27608,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",0,6.05,2.25,GRP,Germany,50,Motor Yacht,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,0
8957,30836,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1996,7.0,2.43,GRP,Switzerland,678,Motor Yacht,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,26
8958,27500,"Classic,Deck Boat",unspecified,"Used boat,Diesel",1945,7.5,2.5,Wood,Netherlands,35,Classic,Deck Boat,,Used boat,Diesel,Lower_50K,51-100 years,Low,77
8959,27500,Trawler,Arcoa power boats,Used boat,1994,8.5,3.12,unspecified,France,83,Trawler,,,Used boat,,Lower_50K,16-30 years,Medium,28
8960,27500,Deck Boat,BMA power boats,new boat from stock,2020,8.05,2.5,unspecified,Italy,209,Deck Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,2
8961,27500,"Cabin Boat,Classic",unspecified,Used boat,1973,8.6,2.7,Wood,Netherlands,84,Cabin Boat,Classic,,Used boat,,Lower_50K,31-50 years,Medium,49
8962,27500,Working Boat,unspecified,Used boat,1934,13.56,3.22,Steel,Netherlands,112,Working Boat,,,Used boat,,Lower_50K,51-100 years,More than avergae,88
8963,27500,Launch,unspecified,"new boat from stock,Diesel",2020,6.1,2.3,unspecified,Germany,71,Launch,,,new boat from stock,Diesel,Lower_50K,0-5 years,Low,2
8964,27500,Trawler,unspecified,Used boat,2001,10.5,3.4,Steel,Netherlands,95,Trawler,,,Used boat,,Lower_50K,16-30 years,Medium,21
8965,27500,Cabin Boat,Albin power boats,Diesel,1985,9.7,3.25,GRP,Germany,272,Cabin Boat,,,Diesel,,Lower_50K,31-50 years,Good,37
8966,27500,Pilothouse,B̩n̩teau power boats,"Used boat,Diesel",2008,7.21,2.59,unspecified,France,116,Pilothouse,,,Used boat,Diesel,Lower_50K,6-15 years,More than avergae,14
8967,27499,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.5,2.29,GRP,Germany,272,Cabin Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,2
8968,27490,Trawler,unspecified,"Used boat,Diesel",1981,11.0,3.2,Steel,Germany,127,Trawler,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,41
8969,27490,Cabin Boat,Larson power boats,"Used boat,Unleaded",1999,8.53,2.55,GRP,Germany,91,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Medium,23
8970,27490,Motor Yacht,Eolo power boats,new boat from stock,2019,6.5,2.55,unspecified,Germany,124,Motor Yacht,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,3
8971,30732,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.0,2.25,GRP,Switzerland,265,Pilothouse,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,3
8972,28460,"Cabin Boat,Fishing Boat",B̩n̩teau power boats,"Used boat,Diesel",2008,7.2,2.59,GRP,United Kingdom,294,Cabin Boat,Fishing Boat,,Used boat,Diesel,Lower_50K,6-15 years,Good,14
8973,28403,Pilothouse,Bayliner power boats,"Used boat,Diesel",2008,7.14,2.59,PVC,United Kingdom,41,Pilothouse,,,Used boat,Diesel,Lower_50K,6-15 years,Low,14
8974,27000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1990,9.31,2.86,GRP,Italy,96,Sport Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Medium,32
8975,27000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2008,6.66,2.64,PVC,France,113,Pilothouse,,,Used boat,Diesel,Lower_50K,6-15 years,More than avergae,14
8976,27000,Sport Boat,B̩n̩teau power boats,"Used boat,Diesel",1995,8.91,3.14,PVC,France,117,Sport Boat,,,Used boat,Diesel,Lower_50K,16-30 years,More than avergae,27
8977,27000,Flybridge,Fairline power boats,"Used boat,Diesel",1976,9.8,3.6,GRP,Italy,113,Flybridge,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,46
8978,27000,Flybridge,Fairline power boats,"Used boat,Diesel",1976,9.8,3.6,GRP,Italy,115,Flybridge,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,46
8979,27000,Pilothouse,B̩n̩teau power boats,"Used boat,Diesel",2000,7.44,2.75,PVC,France,85,Pilothouse,,,Used boat,Diesel,Lower_50K,16-30 years,Medium,22
8980,27000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",1999,8.04,2.79,GRP,Spain,136,Bowrider,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,23
8981,27000,Motor Yacht,Formula power boats,"Used boat,Unleaded",1990,8.15,2.7,GRP,Switzerland,642,Motor Yacht,,,Used boat,Unleaded,Lower_50K,31-50 years,Good,32
8982,27000,Launch,Corsiva power boats,"Used boat,Unleaded",2015,6.9,2.65,Plastic,Netherlands,267,Launch,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,7
8983,27000,Sport Boat,Bruno Abbate power boats,"Used boat,Diesel",1992,9.3,2.9,GRP,Italy,259,Sport Boat,,,Used boat,Diesel,Lower_50K,16-30 years,Good,30
8984,27000,Bowrider,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2017,6.12,2.4,GRP,Germany,231,Bowrider,,,Used boat,Unleaded,Lower_50K,0-5 years,Good,5
8985,27000,"Bowrider,Center console boat,Sport Boat",Bayliner power boats,"Used boat,Unleaded",2018,6.81,2.36,GRP,Germany,389,Bowrider,Center console boat,Sport Boat,Used boat,Unleaded,Lower_50K,0-5 years,Good,4
8986,27000,Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1983,9.54,3.08,GRP,Italy,170,Motor Yacht,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,39
8987,27000,"Classic,Motor Yacht",unspecified,"Used boat,Diesel",1980,9.5,3.0,Wood,Turkey,108,Classic,Motor Yacht,,Used boat,Diesel,Lower_50K,31-50 years,Medium,42
8988,26999,Bowrider,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,5.26,2.36,GRP,Germany,58,Bowrider,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,3
8989,26980,Deck Boat,Marinello power boats,new boat from stock,2015,6.45,2.45,unspecified,Germany,109,Deck Boat,,,new boat from stock,,Lower_50K,6-15 years,Medium,7
8990,26900,Sport Boat,Marinello power boats,new boat from stock,2015,5.9,2.48,unspecified,Germany,129,Sport Boat,,,new boat from stock,,Lower_50K,6-15 years,More than avergae,7
8991,26900,Sport Boat,Marinello power boats,new boat from stock,2015,6.45,2.45,unspecified,Germany,46,Sport Boat,,,new boat from stock,,Lower_50K,6-15 years,Low,7
8992,26900,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2018,5.3,2.3,GRP,Germany,47,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,4
8993,26900,Cabin Boat,Sting power boats,new boat from stock,2018,6.1,2.37,GRP,Germany,156,Cabin Boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,4
8994,26900,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.33,2.17,GRP,Germany,66,Bowrider,,,new boat on order,Unleaded,Lower_50K,0-5 years,Low,2
8995,26900,Cabin Boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,6.02,2.34,GRP,Germany,87,Cabin Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,2
8996,26900,Launch,Antaris power boats,Used boat,2008,5.7,2.32,GRP,Netherlands,55,Launch,,,Used boat,,Lower_50K,6-15 years,Low,14
8998,26900,Sport Boat,Karnic power boats,"Used boat,Unleaded",2010,6.3,2.45,unspecified,France,120,Sport Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,More than avergae,12
8999,26900,Cabin Boat,B̩n̩teau power boats,"Used boat,Diesel",2008,6.5,2.59,GRP,Germany,310,Cabin Boat,,,Used boat,Diesel,Lower_50K,6-15 years,Good,14
9000,26900,Bowrider,Capelli power boats,"new boat from stock,Unleaded",2020,4.9,1.98,GRP,Germany,141,Bowrider,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,2
9002,30008,Center console boat,Quicksilver power boats,"Used boat,Unleaded",2013,5.75,2.34,Plastic,Switzerland,773,Center console boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,9
9003,30008,"Classic,Sport Boat",Boesch power boats,Used boat,1967,5.1,2.0,Wood,Switzerland,595,Classic,Sport Boat,,Used boat,,Lower_50K,51-100 years,Good,55
9004,26820,Cabin Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,5.5,2.29,GRP,Germany,62,Cabin Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,0
9005,26500,Pontoon Boat,Italmar power boats,"Used boat,Unleaded",2017,6.0,2.5,GRP,Italy,123,Pontoon Boat,,,Used boat,Unleaded,Lower_50K,0-5 years,More than avergae,5
9006,26500,Cabin Boat,Regal power boats,"Used boat,Diesel",1994,7.95,2.79,GRP,Portugal,200,Cabin Boat,,,Used boat,Diesel,Lower_50K,16-30 years,Good,28
9007,26500,Trawler,unspecified,"Used boat,Diesel",1976,10.5,3.4,Steel,Netherlands,105,Trawler,,,Used boat,Diesel,Lower_50K,31-50 years,Medium,46
9008,26500,Pilothouse,Viking power boats,new boat from stock,2020,6.84,2.5,Aluminium,Germany,146,Pilothouse,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,2
9009,26500,Trawler,unspecified,Used boat,1985,10.0,3.4,Steel,Netherlands,68,Trawler,,,Used boat,,Lower_50K,31-50 years,Low,37
9010,26500,"Cabin Boat,Sport Boat",Rio power boats,"Used boat,Unleaded",1996,8.95,2.7,GRP,Germany,270,Cabin Boat,Sport Boat,,Used boat,Unleaded,Lower_50K,16-30 years,Good,26
9011,26500,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,6.02,2.34,GRP,Germany,128,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,2
9012,26400,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,Germany,102,Bowrider,,,new boat on order,Unleaded,Lower_50K,0-5 years,Medium,2
9013,29490,Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1998,7.5,2.28,GRP,Switzerland,374,Motor Yacht,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,24
9014,29490,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2002,6.4,2.59,GRP,Switzerland,368,Bowrider,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,20
9015,29439,Cabin Boat,Huber power boats,new boat from stock,0,5.44,2.0,GRP,Switzerland,221,Cabin Boat,,,new boat from stock,,Lower_50K,0-5 years,Good,0
9016,26210,Working Boat,Pioner power boats,new boat from stock,2020,5.0,2.0,unspecified,Denmark,99,Working Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
9017,26000,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,8.5,2.95,PVC,France,303,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,20
9018,26000,Fishing Boat,Robalo power boats,"Used boat,Diesel",1990,7.9,2.35,GRP,Italy,69,Fishing Boat,,,Used boat,Diesel,Lower_50K,31-50 years,Low,32
9019,26000,Pilothouse,Formula power boats,"Used boat,Unleaded",1991,7.92,2.52,GRP,Germany,247,Pilothouse,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,31
9020,26000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1999,8.53,2.59,unspecified,France,159,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,More than avergae,23
9021,26000,Sport Boat,Regal power boats,"Used boat,Diesel",1998,7.52,2.6,unspecified,Portugal,138,Sport Boat,,,Used boat,Diesel,Lower_50K,16-30 years,More than avergae,24
9022,26000,Pontoon Boat,Boston Whaler power boats,Used boat,1982,7.5,2.55,GRP,Italy,143,Pontoon Boat,,,Used boat,,Lower_50K,31-50 years,More than avergae,40
9023,26000,Pilothouse,Intermare power boats,"Used boat,Diesel",1987,7.0,2.7,GRP,Italy,73,Pilothouse,,,Used boat,Diesel,Lower_50K,31-50 years,Medium,35
9024,26000,Sport Boat,Cobalt power boats,Used boat,1999,7.62,2.59,GRP,Italy,93,Sport Boat,,,Used boat,,Lower_50K,16-30 years,Medium,23
9025,26000,Fishing Boat,Seaswirl power boats,"Used boat,Unleaded",2003,7.47,2.59,GRP,Italy,378,Fishing Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,19
9026,26000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,7.9,2.5,GRP,Croatia,224,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,26
9028,26000,Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,7.31,2.5,PVC,France,266,Deck Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,10
9029,25999,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.55,2.29,GRP,Germany,105,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,3
9030,25999,Cabin Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,7.05,2.41,GRP,Germany,57,Cabin Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,0
9031,25999,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.33,2.17,GRP,Germany,207,Bowrider,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,2
9032,25990,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2017,5.21,2.36,PVC,Slovakia,64,Bowrider,,,Used boat,Unleaded,Lower_50K,0-5 years,Low,5
9033,25990,Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019,5.02,2.12,unspecified,Germany,33,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,3
9034,25950,Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019,5.02,2.12,unspecified,Germany,35,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Low,3
9036,25680,Sport Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,6.4,2.52,PVC,France,106,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Medium,3
9037,28456,Pontoon Boat,Tauscheck power boats,"Used boat,Unleaded",2010,9.94,3.1,Aluminium,Switzerland,260,Pontoon Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,12
9038,28456,Sport Boat,Windy power boats,"Used boat,Unleaded",1992,7.85,2.54,GRP,Switzerland,540,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,30
9039,28642,Motor Yacht,AM Yacht power boats,"new boat from stock,Unleaded",2020,4.85,1.95,unspecified,Switzerland,143,Motor Yacht,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,2
9040,25590,Cabin Boat,Olympic power boats,new boat from stock,2020,6.2,2.44,GRP,Germany,97,Cabin Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
9041,25500,Sport Boat,AMT power boats,new boat from stock,2019,6.08,2.35,GRP,Germany,154,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,3
9042,25500,Fishing Boat,unspecified,"new boat from stock,Unleaded",0,6.59,2.44,Aluminium,Germany,230,Fishing Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Good,0
9043,25500,Cabin Boat,Sciallino power boats,"Used boat,Diesel",1987,7.55,2.78,GRP,Italy,136,Cabin Boat,,,Used boat,Diesel,Lower_50K,31-50 years,More than avergae,35
9044,25500,Cabin Boat,Princess power boats,"Used boat,Unleaded",1980,10.0,3.0,GRP,Croatia,226,Cabin Boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Good,42
9045,25500,Center console boat,B̩n̩teau power boats,"Used boat,Unleaded",2007,7.2,2.52,PVC,France,159,Center console boat,,,Used boat,Unleaded,Lower_50K,6-15 years,More than avergae,15
9046,25500,Sport Boat,Crownline power boats,"Used boat,Unleaded",1997,8.9,2.55,GRP,Netherlands,201,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,25
9047,25390,Bowrider,Maxima power boats,new boat from stock,2019,6.15,2.3,GRP,Germany,261,Bowrider,,,new boat from stock,,Lower_50K,0-5 years,Good,3
9048,25269,Bowrider,Campion power boats,new boat from stock,2020,4.0,2.0,unspecified,Denmark,104,Bowrider,,,new boat from stock,,Lower_50K,0-5 years,Medium,2
9049,28135,Motor Yacht,BWA power boats,new boat from stock,2019,5.9,2.5,Hypalon,Switzerland,91,Motor Yacht,,,new boat from stock,,Lower_50K,0-5 years,Medium,3
9050,25000,Motor Yacht,unspecified,Used boat,1986,9.5,3.1,Steel,Netherlands,136,Motor Yacht,,,Used boat,,Lower_50K,31-50 years,More than avergae,36
9051,25000,Center console boat,unspecified,"Used boat,Unleaded",1989,7.48,2.35,unspecified,Italy,58,Center console boat,,,Used boat,Unleaded,Lower_50K,31-50 years,Low,33
9052,25000,Sport Boat,Gobbi power boats,Used boat,1986,7.8,2.51,GRP,Italy,114,Sport Boat,,,Used boat,,Lower_50K,31-50 years,More than avergae,36
9053,25000,Sport Boat,Bimax power boats,"Used boat,Unleaded",2000,7.49,2.49,GRP,Italy,85,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Medium,22
9054,25000,Working Boat,unspecified,"Used boat,Diesel",1950,16.0,4.0,Steel,Netherlands,125,Working Boat,,,Used boat,Diesel,Lower_50K,51-100 years,More than avergae,72
9055,25000,Deck Boat,Eolo power boats,"new boat from stock,Unleaded",2020,5.9,2.5,unspecified,Italy,127,Deck Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,2
9056,25000,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1982,9.4,3.1,GRP,Italy,182,Motor Yacht,,,Used boat,Diesel,Lower_50K,31-50 years,Good,40
9057,25000,Motor Yacht,De Wiel power boats,"Used boat,Diesel",1975,10.0,3.4,Steel,Belgium,233,Motor Yacht,,,Used boat,Diesel,Lower_50K,31-50 years,Good,47
9058,25000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,8.5,3.0,GRP,Italy,306,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,26
9059,25000,Working Boat,unspecified,"Used boat,Diesel",1996,7.5,2.5,unspecified,Italy,296,Working Boat,,,Used boat,Diesel,Lower_50K,16-30 years,Good,26
9060,25000,"Classic,Trawler",unspecified,"Used boat,Diesel",1897,9.4,3.2,Wood,Netherlands,119,Classic,Trawler,,Used boat,Diesel,Lower_50K,101+ years,More than avergae,125
9061,25000,Sport Boat,unspecified,"Used boat,Unleaded",1995,7.5,2.3,GRP,Italy,69,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Low,27
9062,25000,Trawler,unspecified,"Used boat,Diesel",1952,31.41,5.04,Steel,United Kingdom,143,Trawler,,,Used boat,Diesel,Lower_50K,51-100 years,More than avergae,70
9063,25000,Cabin Boat,Lema power boats,"Used boat,Unleaded",2010,6.6,2.5,GRP,Italy,228,Cabin Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,12
9064,25000,Cabin Boat,Cranchi power boats,"Used boat,Diesel",2003,7.81,2.5,GRP,Italy,277,Cabin Boat,,,Used boat,Diesel,Lower_50K,16-30 years,Good,19
9065,25000,Cabin Boat,Wellcraft power boats,"Used boat,Diesel",1999,8.37,2.59,GRP,Croatia,94,Cabin Boat,,,Used boat,Diesel,Lower_50K,16-30 years,Medium,23
9066,25000,Center console boat,B̩n̩teau power boats,"Used boat,Diesel",2003,7.15,2.54,PVC,France,73,Center console boat,,,Used boat,Diesel,Lower_50K,16-30 years,Medium,19
9067,25000,Cabin Boat,Rio Iberica power boats,"Used boat,Unleaded",2005,7.65,2.55,Carbon Fiber,France,191,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,17
9068,25000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1991,9.3,2.7,GRP,Austria,334,Motor Yacht,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,31
9069,25000,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1999,9.0,3.0,GRP,Finland,423,Cabin Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,23
9070,25000,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1992,8.2,2.7,GRP,Croatia,336,Sport Boat,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,30
9071,25000,Sport Boat,Rinker power boats,Used boat,2000,8.23,2.6,GRP,Croatia,272,Sport Boat,,,Used boat,,Lower_50K,16-30 years,Good,22
9072,25000,Flybridge,Fairline power boats,"Used boat,Diesel",1994,9.9,3.5,GRP,Italy,746,Flybridge,,,Used boat,Diesel,Lower_50K,16-30 years,Good,28
9073,25000,Pilothouse,Barkas power boats,Used boat,1978,9.0,3.2,Steel,Netherlands,85,Pilothouse,,,Used boat,,Lower_50K,31-50 years,Medium,44
9074,25000,Cabin Boat,Viking (GB) power boats,"Used boat,Unleaded",2006,7.42,2.45,GRP,France,160,Cabin Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,More than avergae,16
9075,25000,Motor Yacht,Coverline power boats,"Used boat,Unleaded",2005,7.5,2.55,GRP,Italy,233,Motor Yacht,,,Used boat,Unleaded,Lower_50K,16-30 years,Good,17
9076,25000,Pilothouse,Mery Nautic power boats,"Used boat,Diesel",2005,7.16,2.82,PVC,France,141,Pilothouse,,,Used boat,Diesel,Lower_50K,16-30 years,More than avergae,17
9077,25000,Fishing Boat,Bayliner power boats,"Used boat,Unleaded",2006,7.0,2.5,unspecified,France,358,Fishing Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,16
9078,24999,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.55,2.54,GRP,Germany,113,Pilothouse,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,2
9079,24999,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.74,2.55,GRP,Germany,146,Deck Boat,,,new boat from stock,,Lower_50K,0-5 years,More than avergae,2
9080,24999,Sport Boat,BlueCraft power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,Germany,160,Sport Boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,More than avergae,2
9081,24995,Cabin Boat,Beachcraft power boats,"Used boat,Diesel",1985,11.8,3.25,Steel,Netherlands,418,Cabin Boat,,,Used boat,Diesel,Lower_50K,31-50 years,Good,37
9082,24990,Sport Boat,unspecified,"Used boat,Unleaded",2008,6.7,2.52,GRP,Croatia,199,Sport Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,14
9083,24990,Center console boat,Jeanneau power boats,new boat on order,2020,6.77,2.48,GRP,Germany,62,Center console boat,,,new boat on order,,Lower_50K,0-5 years,Low,2
9084,24990,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,6.31,2.48,GRP,Germany,60,Center console boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,0
9085,24990,Sport Boat,Futuro power boats,Display Model,2019,5.5,2.0,Aluminium,Germany,125,Sport Boat,,,Display Model,,Lower_50K,0-5 years,More than avergae,3
9086,24990,Motor Yacht,Maxum power boats,Unleaded,1997,9.07,2.95,GRP,Germany,295,Motor Yacht,,,Unleaded,,Lower_50K,16-30 years,Good,25
9087,24990,Motorsailer,unspecified,Diesel,1971,11.0,3.5,Steel,Germany,177,Motorsailer,,,Diesel,,Lower_50K,31-50 years,Good,51
9088,27731,Fishing Boat,Smartliner power boats,new boat on order,2020,6.28,2.24,GRP,Switzerland,1430,Fishing Boat,,,new boat on order,,Lower_50K,0-5 years,Best,2
9089,27938,Sport Boat,unspecified,new boat from stock,0,5.5,2.2,Aluminium,Switzerland,104,Sport Boat,,,new boat from stock,,Lower_50K,0-5 years,Medium,0
9090,27938,Fishing Boat,Thoma power boats,"Used boat,Unleaded",2007,6.0,1.85,GRP,Switzerland,352,Fishing Boat,,,Used boat,Unleaded,Lower_50K,6-15 years,Good,15
9091,24970,Center console boat,Quicksilver power boats,"new boat from stock,Unleaded",0,5.47,2.29,GRP,Germany,60,Center console boat,,,new boat from stock,Unleaded,Lower_50K,0-5 years,Low,0
